# UI General & Window
ui.window_title|TunePerf - Optimizador de Sistema Linux Inteligente
kernel.sched_latency_ns|Período del planificador para ejecutar todas las tareas. Valores más bajos reducen latencia para tareas de escritorio/audio, valores más altos mejoran eficiencia de servidor/rendimiento.
kernel.sched_migration_cost_ns|Tiempo que el planificador considera una tarea 'cache hot' antes de migrarla a otro núcleo CPU. Previene ping-pong de tareas y thrashing de caché.
kernel.sched_min_granularity_ns|Duración mínima garantizada de ejecución de una tarea en CPU antes de ser pre-empted. Valores más bajos mejoran responsividad bajo contención.
kernel.sched_wakeup_granularity_ns|Controla cuán fácilmente tareas en despertar pueden pre-empt tareas actualmente en ejecución. Valores más bajos mejoran latencia de despertar pero pueden aumentar overhead de cambio de contexto.
kernel.numa_balancing|Habilita o deshabilita migración automática de tareas y páginas de memoria entre nodos NUMA. Deshabilitar esto elimina overhead de equilibrio en segundo plano en configuraciones de un solo socket.
kernel.sysrq|Controla qué operaciones pueden activarse mediante secuencias de teclas SysRq. Valor 1 habilita todas las funciones para recuperación, mientras valores más bajos las restringen por seguridad.
kernel.nmi_watchdog|Habilita el watchdog NMI para detectar bloqueos hardware. Deshabilitar esto reduce consumo de energía y ahorra interrupciones de timer de hardware.
kernel.panic|Número de segundos que el kernel espera después de un panic antes de reiniciar automáticamente. Valor 0 deshabilita reinicio automático, forzando al sistema a detenerse para debug.
kernel.panic_on_oops|Determina si un oops del kernel (crash menor) activa inmediatamente un panic (reinicio). Recomendado para servidores para evitar estados corruptos descontrolados.
fs.aio-max-nr|Número máximo de operaciones I/O asíncronas concurrentes permitidas a nivel de sistema. Crucial para bases de datos y aplicaciones I/O de alto rendimiento.
kernel.timer_migration|Permite al planificador migrar timers entre núcleos CPU para conservar energía en núcleos inactivos.
kernel.core_uses_pid|Agrega el ID de Proceso (PID) a nombres de archivo de core dump, facilitando el debug de múltiples procesos crash.
kernel.sched_nr_migrate|Controla el número de tareas migradas entre CPU en una sola ejecución del planificador para equilibrar overhead y responsividad.
kernel.shmmax|Tamaño máximo de un solo segmento de memoria compartida (en bytes) permitido.
kernel.shmall|Número total máximo de páginas de memoria compartida permitidas a nivel de sistema.
kernel.msgmax|Tamaño máximo (en bytes) de un solo mensaje en una cola de mensajes System V.
kernel.msgmnb|Tamaño máximo (en bytes) de una cola de mensajes System V.
net.core.somaxconn|Tamaño máximo de cola backlog para sockets TCP escuchando. Esencial aumentar para servidores de alta concurrencia para prevenir caídas de conexión.
net.core.netdev_max_backlog|Número máximo de paquetes en cola de entrada de red cuando CPU recibe paquetes más rápido que el driver de interfaz puede procesarlos.
net.core.rmem_max|Tamaño máximo de buffer de socket de recepción (en bytes). Crucial para redes de alto ancho de banda para sostener rendimiento máximo.
net.core.wmem_max|Tamaño máximo de buffer de socket de envío (en bytes). Crucial para redes de alto ancho de banda para sostener rendimiento máximo.
net.core.rmem_default|Tamaño predeterminado de buffer de socket de recepción (en bytes).
net.core.wmem_default|Tamaño predeterminado de buffer de socket de envío (en bytes).
net.core.optmem_max|Tamaño máximo de buffer auxiliar asignado por socket para datos de control (headers auxiliares).
net.ipv4.tcp_rmem|Tamaños mínimo, predeterminado y máximo de buffers de recepción para sockets TCP. El sistema auto-ajusta tamaños de buffer entre estos límites basado en presión de memoria.
net.ipv4.tcp_wmem|Tamaños mínimo, predeterminado y máximo de buffers de envío para sockets TCP. El sistema auto-ajusta tamaños de buffer entre estos límites basado en presión de memoria.
net.ipv4.tcp_max_syn_backlog|Número máximo de solicitudes SYN en cola. Ayuda a resistir ataques SYN flood y manejar grandes ráfagas de nuevas conexiones entrantes.
net.ipv4.tcp_slow_start_after_idle|Determina si la ventana de congestión TCP resetea al estado inicial después de que la conexión va inactiva. Deshabilitar mantiene alta velocidad para ráfagas de tráfico.
net.ipv4.tcp_tw_reuse|Permite al kernel reciclar en seguridad sockets TIME_WAIT para nuevas conexiones. Extremadamente beneficioso para servidores de alta concurrencia.
net.ipv4.tcp_fin_timeout|Tiempo de espera para un paquete FIN antes de cerrar un socket. Reducir esto libera sockets muertos más rápido, ahorrando memoria del sistema.
net.ipv4.tcp_keepalive_time|Cuánto tiempo debe estar inactiva una conexión TCP antes de enviar sondas keepalive.
net.ipv4.tcp_keepalive_intvl|Intervalo entre sondas keepalive individuales.
net.ipv4.tcp_keepalive_probes|Número máximo de sondas keepalive a enviar antes de abandonar la conexión.
net.ipv4.tcp_fastopen|Habilita TCP Fast Open, permitiendo intercambio de datos durante handshake inicial, reduciendo latencia de establecimiento de conexión.
net.ipv4.tcp_congestion_control|Selecciona el algoritmo de control de congestión TCP. BBR es recomendado para enlaces WAN de alta latencia, cubic/reno para uso general.
net.ipv4.tcp_notsent_lowat|Limita datos TCP no enviados en cola en los buffers. Minimiza bufferbloat y latencia en sockets locales.
net.ipv4.tcp_ecn|Habilita Notificación Explícita de Congestión (ECN) para mitigar pérdida de paquetes solicitando a routers throttling en lugar de drop de paquetes.
net.ipv4.tcp_sack|Habilita Reconocimiento Selectivo (SACK), permitiendo al receptor reconocer paquetes fuera de orden, evitando retransmisiones redundantes.
net.ipv4.tcp_dsack|Habilita SACK Duplicado (DSACK) para informar al remitente si un paquete fue retransmitido innecesariamente, mejorando precisión de control de congestión.
net.ipv4.tcp_fack|Habilita Reconocimiento Forward (FACK) para reducir retransmisiones innecesarias cuando múltiples paquetes se pierden en un vuelo.
net.ipv4.tcp_low_latency|Dice al stack TCP que priorice baja latencia sobre rendimiento máximo. Recomendado para gaming competitivo y comunicaciones en tiempo real.
net.ipv4.tcp_autocorking|Habilita coalescing automático de pequeñas escrituras en paquetes individuales. Deshabilitar reduce latencia para entregas de paquetes pequeñas inmediatas.
net.ipv4.ip_local_port_range|Rango de puertos usado para conexiones de cliente saliente. Ampliar esto previene agotamiento de puertos en servidores de alto tráfico.
net.ipv4.tcp_timestamps|Habilita Timestamps TCP para mejorar estimación de tiempo de ida y vuelta y proteger contra números de secuencia wrapped.
net.ipv4.tcp_retries2|Número máximo de veces que TCP intenta retransmitir un paquete no reconocido antes de abandonar la conexión.
net.ipv4.tcp_syn_retries|Número de paquetes SYN enviados antes de renunciar a un intento de conexión TCP saliente.
net.ipv4.tcp_synack_retries|Número de paquetes SYN/ACK enviados antes de abandonar un handshake de conexión TCP entrante.
net.ipv4.tcp_early_retrans|Habilita TCP Early Retransmit para recuperar pérdida de paquete más rápido bajo tamaños de ventana de congestión pequeños.
net.ipv4.tcp_mtu_probing|Detecta automáticamente tamaños de Path MTU (Unidad Máxima de Transmisión) cuando black holes ICMP bloquean entrega de paquetes.
net.ipv4.tcp_syncookies|Habilita cookies SYN para proteger el sistema contra ataques DDoS SYN flood verificando conexiones sin asignar memoria de socket.
net.ipv4.tcp_window_scaling|Habilita Escalado de Ventana TCP para soportar ventanas de recepción más grandes de 64KB, crítico para enlaces WAN de alta latencia.
net.ipv4.tcp_moderate_rcvbuf|Auto-ajusta dinámicamente tamaños de buffer de ventana de recepción TCP para igualar latencia y velocidad de red.
net.ipv4.tcp_abort_on_overflow|Aborta conexiones cuando un servicio escuchando está demasiado ocupado para aceptar nuevas conexiones, liberando recursos del cliente inmediatamente.
net.ipv4.tcp_max_tw_buckets|Limita el número máximo de sockets TIME_WAIT mantenidos en memoria para prevenir agotamiento de sockets denial-of-service.
net.core.netdev_budget|Número máximo de paquetes procesados por el driver de polling en una sola ejecución de loop NAPI.
net.core.netdev_budget_usecs|Tiempo de ejecución máximo permitido para polling de paquetes de red en microsegundos.
net.netfilter.nf_conntrack_max|Número máximo de conexiones de red rastreadas en la tabla de estado netfilter.
net.netfilter.nf_conntrack_tcp_timeout_established|Tiempo en segundos que una conexión TCP establecida inactiva se mantiene en la tabla de seguimiento de conexión.
net.ipv4.tcp_limit_output_bytes|Controla el tamaño máximo de datos TCP no enviados en cola para la tarjeta de red, reduciendo bufferbloat local.
net.core.default_qdisc|Establece la disciplina de cola predeterminada (como fq, cake o fq_codel) para todas las interfaces de red.
net.ipv6.conf.all.disable_ipv6|Deshabilita soporte de protocolo IPv6 en todas las interfaces de red para simplificar routing y reducir superficie de ataque de red.
net.ipv6.conf.default.disable_ipv6|Deshabilita soporte de protocolo IPv6 en todas las nuevas interfaces de red creadas.
net.ipv6.conf.lo.disable_ipv6|Deshabilita soporte de protocolo IPv6 en la interfaz loopback.
net.ipv6.conf.all.accept_ra|Controla aceptación de Anuncios de Router IPv6. Deshabilitar previene detección automática de router por seguridad.
net.ipv6.conf.default.accept_ra|Política de Anuncio de Router predeterminada para nuevas interfaces de red.
net.ipv6.conf.all.autoconf|Habilita o deshabilita configuración automática de dirección IPv6 usando SLAAC.
net.ipv6.conf.default.autoconf|Política de configuración automática IPv6 predeterminada para nuevas interfaces de red.
net.ipv4.conf.all.rp_filter|Habilita Filtrado de Ruta Inversa (RPF) para prevenir IP spoofing verificando que paquetes entrantes lleguen en la ruta de routing esperada.
net.ipv4.conf.default.rp_filter|Configuración predeterminada de Filtrado de Ruta Inversa para nuevas interfaces de red.
net.ipv4.conf.all.accept_source_route|Permite headers de routing de origen, que permiten rutas especificadas por remitente. Deshabilitado predeterminado por seguridad para bloquear ataques de redirección.
net.ipv4.conf.default.accept_source_route|Política de routing de origen predeterminada para nuevas interfaces de red.
net.ipv4.conf.all.accept_redirects|Permite redirecciones ICMP. Deshabilitado en sistemas seguros para prevenir atacantes de routing tráfico a través de sistemas intermedios.
net.ipv4.conf.default.accept_redirects|Política de redirección ICMP predeterminada para nuevas interfaces de red.
net.ipv4.conf.all.secure_redirects|Limita aceptación de redirecciones ICMP solo a gateways conocidos. Deshabilitado para seguridad máxima.
net.ipv4.conf.default.secure_redirects|Política de redirección segura predeterminada para nuevas interfaces de red.
net.ipv4.conf.all.send_redirects|Habilita envío de redirecciones ICMP. Recomendado deshabilitar en hosts no router para evitar publicidad de cambios de ruta.
net.ipv4.conf.default.send_redirects|Política de envío de redirección ICMP predeterminada para nuevas interfaces de red.
net.ipv4.conf.all.log_martians|Registra paquetes con direcciones de origen imposibles (spoofed) a syslog.
net.ipv4.conf.default.log_martians|Política de registro de paquetes spoofed predeterminada para nuevas interfaces de red.
kernel.kptr_restrict|Restringe acceso a direcciones de símbolo del kernel en /proc/kallsyms. Nivel 2 los oculta completamente para prevenir exploits de localización de funciones del kernel.
kernel.dmesg_restrict|Restringe acceso al buffer de registro del sistema (dmesg). Recomendado habilitar para prevenir usuarios no privilegiados de leer output de debug del kernel.
kernel.perf_event_paranoid|Restringe acceso a eventos de rendimiento. Valores más altos previenen usuarios no root de leer contadores de rendimiento de CPU.
kernel.yama.ptrace_scope|Restringe inspección de proceso/ptrace. Recomendado restringir a relaciones padre-hijo para bloquear snooping de memoria.
fs.protected_hardlinks|Bloquea creación de hardlinks a archivos que el usuario no posee, previniendo vulnerabilidades de carrera symlink/hardlink.
fs.protected_symlinks|Bloquea seguimiento de symlinks en directorios world-writable de propiedad de otros usuarios, previniendo ataques de reemplazo de archivo.
fs.protected_fifos|Bloquea apertura de FIFO en directorios world-writable no propiedad del usuario activo.
fs.protected_regular|Bloquea apertura de archivos regulares en directorios abiertos a todos no propiedad del usuario actual.
fs.file-max|Número máximo de descriptores de archivo que el kernel puede asignar. Crucial para hosts de contenedor masivos o servidores de archivo activos.
fs.inotify.max_user_watches|Número máximo de rutas de directorio monitoreadas por inotify. Esencial aumentar para espacios de trabajo de desarrollo de código activos o IDE.
fs.inotify.max_user_instances|Número máximo de instancias inotify activas que un usuario puede crear.
kernel.pid_max|Número ID de Proceso máximo. Aumentar previene agotamiento de PID en servidores que ejecutan miles de hilos paralelos.
vm.mmap_min_addr|Dirección virtual mínima permitida para mapeos de memoria de espacio de usuario, previniendo exploits de desreferenciación de puntero null.
kernel.randomize_va_space|Habilita Randomización de Diseño de Espacio de Direcciones (ASLR) para prevenir exploits de memoria de predicción de direcciones objetivo.
kernel.unprivileged_bpf_disabled|Restringe usuarios no privilegiados de usar compilador eBPF, previniendo side-channel y exploits del kernel.
net.core.bpf_jit_enable|Habilita compilador Just-In-Time (JIT) para bytecode eBPF para ejecutar filtros de red a velocidad de hardware.
net.core.bpf_jit_harden|Endurece compilador JIT eBPF habilitando constant blinding para proteger contra exploits de spraying JIT.
kernel.kexec_load_disabled|Deshabilita llamada de sistema kexec para prevenir carga de nuevo kernel en runtime, bloqueando rootkits de bypass de cadenas de secure boot.
fs.suid_dumpable|Controla core dump para ejecutables setuid para prevenir fuga de credenciales sensibles en dumps de memoria.
net.ipv4.tcp_rfc1337|Protege contra riesgos de cierre prematuro de sockets TIME_WAIT según especificado por RFC 1337.
net.ipv4.icmp_echo_ignore_broadcasts|Dice al sistema que ignore solicitudes de eco ICMP (ping) enviadas a direcciones de broadcast, previniendo ataques de amplificación DDoS Smurf.
net.ipv4.icmp_ignore_bogus_error_responses|Previene registro de respuestas de error ICMP falsas para evitar llenado de syslog con ruido de red.
net.ipv4.conf.all.arp_ignore|Controla cómo responder a solicitudes ARP cuando recibidas en subredes o interfaces diferentes.
net.ipv4.conf.all.arp_announce|Controla el nivel de restricción para anunciar direcciones IP locales en solicitudes ARP en las interfaces.
EEVDF Scheduler base slice time|Establece el tamaño de segmento base de cola de ejecución CFS. Bajar esto (ej. a 1ms) mejora latencia y responsividad de escritorio bajo carga de CPU.
